id	filename	md5	size	state
009270e7-74ff-48ae-bf18-6b027cf83fdf	009270e7-74ff-48ae-bf18-6b027cf83fdf/8c956a9c-7eee-4eda-9980-cea4225ab963.wxs.aliquot_ensemble_masked.maf.gz	85a056ffdc0fd1c0c1002c373b38102d	19800	validated
00cb0e0d-41dd-46f4-85c4-1e538405aee7	00cb0e0d-41dd-46f4-85c4-1e538405aee7/36d40a87-1bd1-4cc6-98e4-74c09de06361.targeted_sequencing.aliquot_ensemble_masked.maf.gz	a03a54df1eb5ac10c32733a49e3bfbb9	1845	validated
01f8653b-220e-4fd4-b5f8-27bd4afafdb2	01f8653b-220e-4fd4-b5f8-27bd4afafdb2/b7b831a2-b175-4719-91a5-b2f3d535dcb4.wxs.aliquot_ensemble_masked.maf.gz	77c7f3de730ebf356bc35b1e8c706c63	21222	validated
033ca7fc-d903-4b3a-a8e6-3142836aac24	033ca7fc-d903-4b3a-a8e6-3142836aac24/7e9ad9f4-5f6d-4c52-b38d-a5a0ab4a4044.wxs.aliquot_ensemble_masked.maf.gz	63040fdb5e93e003edaddc2c093bd338	49536	validated
04341fd6-7bc6-460a-9d0e-1c97b425aa9a	04341fd6-7bc6-460a-9d0e-1c97b425aa9a/5d3329f2-f514-437c-a114-9bcd458a43c0.wxs.aliquot_ensemble_masked.maf.gz	b7f7caebc66886908b7fcf7ea3113a2d	10408	validated
04c1e428-8f8a-4d1e-ac11-e92b1bbf1c3e	04c1e428-8f8a-4d1e-ac11-e92b1bbf1c3e/c1d92aba-b499-45d8-bdef-b5c504fe45e6.wxs.aliquot_ensemble_masked.maf.gz	db8c01a57fbe94d8c1c99894995b083b	27998	validated
05dc3be3-6e16-47b0-8275-91de2b413656	05dc3be3-6e16-47b0-8275-91de2b413656/3fb68406-64a0-40d4-8aed-cd918804da86.wxs.aliquot_ensemble_masked.maf.gz	1656ba25365bf86792825d103dcfab32	23670	validated
0682739a-77d9-4113-b10d-95433d55f902	0682739a-77d9-4113-b10d-95433d55f902/e0e860b0-87c8-475f-9197-e13585fabd8d.wxs.aliquot_ensemble_masked.maf.gz	bcd14fde22733538974e4cd94325592e	38520	validated
06863faf-a171-46c1-8c9c-7f15b2d7b51b	06863faf-a171-46c1-8c9c-7f15b2d7b51b/579ce8b5-5d20-4d7e-a367-638bdc70747c.wxs.aliquot_ensemble_masked.maf.gz	5f1f960c00ec9219d807bcbd3db3a860	41417	validated
06e089b8-d313-4eac-9b62-4ad05a740d75	06e089b8-d313-4eac-9b62-4ad05a740d75/0f4e9d2b-faa9-4b82-abf2-9c10cc2e0955.wxs.aliquot_ensemble_masked.maf.gz	2f9dc1ffbec37b4d5db99e16759cf0be	35247	validated
075ca860-dff5-476d-ba45-ab06416424ef	075ca860-dff5-476d-ba45-ab06416424ef/3220aec5-226f-45f4-ae44-b72d845c4032.wxs.aliquot_ensemble_masked.maf.gz	ceea47c7dfc2410cf2de1b36c1386ca1	21347	validated
0818c9f4-2beb-46d7-a430-77f884f821d0	0818c9f4-2beb-46d7-a430-77f884f821d0/1aae7ad5-114a-4175-a31c-5ddc1372f478.wxs.aliquot_ensemble_masked.maf.gz	82f27bfb84c62153fdb883d672de1290	7418	validated
0904444b-84ea-4e88-b919-414e780c09e3	0904444b-84ea-4e88-b919-414e780c09e3/0c8d4e37-8124-4c86-b9cc-cda779a94898.wxs.aliquot_ensemble_masked.maf.gz	6565505592a54f9af0aaa3206c50ec39	7143	validated
095f7c09-7d33-4b5e-9c4e-e375f7b52169	095f7c09-7d33-4b5e-9c4e-e375f7b52169/b98efd19-482d-4671-bdc4-19ed9f884c19.wxs.aliquot_ensemble_masked.maf.gz	22de4b3a34ba70ba95dbf81060caa825	31797	validated
098a2093-073c-421e-a145-c4e1d0ad5aba	098a2093-073c-421e-a145-c4e1d0ad5aba/dc6dafd7-b608-43a3-abe9-c56d6b0fb305.wxs.aliquot_ensemble_masked.maf.gz	f66b2713233f3eb727fd37231777ca7b	91758	validated
09d5e102-bab3-439f-a37d-9fa5fcffafd1	09d5e102-bab3-439f-a37d-9fa5fcffafd1/dd0774b8-d75c-4fc8-9601-f24082556f12.wxs.aliquot_ensemble_masked.maf.gz	d0b5421ae5e6844214c45d2ac3f4f196	15793	validated
0bc9b72d-daa8-48fd-bd94-8eedc3cc31df	0bc9b72d-daa8-48fd-bd94-8eedc3cc31df/11617a37-7f9c-4e74-918c-c8d700744b59.wxs.aliquot_ensemble_masked.maf.gz	62b2467144260e97ae5c731fddc1fee8	31857	validated
0bddedfd-c912-4d69-a55e-a0674cb57d69	0bddedfd-c912-4d69-a55e-a0674cb57d69/f727a511-f2c0-4468-b6c3-2a0e3a1f2302.wxs.aliquot_ensemble_masked.maf.gz	ff52d093a57738348fe1a0ec4db7413f	133824	validated
0c1c18bf-e971-42ec-bddd-1354bffc4c20	0c1c18bf-e971-42ec-bddd-1354bffc4c20/a44608aa-06aa-47b0-baa3-301680902287.wxs.aliquot_ensemble_masked.maf.gz	050b3fb0ff2091c8f536dd41926c113e	27867	validated
0c77f17d-87af-4a15-b2df-bf66391ae800	0c77f17d-87af-4a15-b2df-bf66391ae800/e3fa1385-1102-4c80-99d2-c64534904e46.wxs.aliquot_ensemble_masked.maf.gz	dc89fcaa2cfcff839b9edd6128025270	19528	validated
0c8d7ad0-a5f3-4215-b9f0-c6951e8e66b9	0c8d7ad0-a5f3-4215-b9f0-c6951e8e66b9/678e1c08-7862-4958-b7e7-fb4a2a284348.wxs.aliquot_ensemble_masked.maf.gz	24f79466f49d15f6d360fccc44295858	18629	validated
0dbe6869-2b42-414c-8e8e-f7f4692650db	0dbe6869-2b42-414c-8e8e-f7f4692650db/4135f40f-5a68-42ed-84e6-69fa67862177.wxs.aliquot_ensemble_masked.maf.gz	f7af07f7bbfc128d6dad142b7e0efde0	20247	validated
0e49d31a-0480-4104-bd08-83ddefb7d92d	0e49d31a-0480-4104-bd08-83ddefb7d92d/dd406ca7-d811-4774-8b39-b30fa3dfafac.wxs.aliquot_ensemble_masked.maf.gz	fdfc99d89d036bd70a6eadadd1bebc68	16217	validated
0ed951e9-89c4-4d0d-b750-80fbfb6450d0	0ed951e9-89c4-4d0d-b750-80fbfb6450d0/348eff75-06ba-4983-b7cc-cb5597238633.wxs.aliquot_ensemble_masked.maf.gz	7043e825ca31b8fd72754c27d2a41bef	30584	validated
0ed9f5b9-22cd-4a03-807b-9a1eeb26adaf	0ed9f5b9-22cd-4a03-807b-9a1eeb26adaf/ea1e05bf-9d27-41ad-a569-9639193bcf8f.wxs.aliquot_ensemble_masked.maf.gz	d9eb382f8a44402c2ef6c9a78f075b79	54269	validated
11304577-63bb-42b4-9c4f-c1a70d2a7685	11304577-63bb-42b4-9c4f-c1a70d2a7685/18a68eff-314a-4204-9c35-9e20d8dce589.wxs.aliquot_ensemble_masked.maf.gz	bf73595b841e0e4cbc8bf96edfbd556b	27892	validated
119ac78b-bf8d-42ac-ac3a-fe791745e51c	119ac78b-bf8d-42ac-ac3a-fe791745e51c/348da9ac-ac4e-45a9-9133-5f41d97624cd.wxs.aliquot_ensemble_masked.maf.gz	744cd31241f082940abc6b395bb47f6c	44195	validated
11bb3cf2-790c-4118-9538-573593bd4ca4	11bb3cf2-790c-4118-9538-573593bd4ca4/96a581fd-2b9c-4be6-bb90-e15962c5a355.wxs.aliquot_ensemble_masked.maf.gz	bdb79c0cb2b136e29de3516e640d1622	42308	validated
12b805a5-c237-44a4-9754-3fd0d585469e	12b805a5-c237-44a4-9754-3fd0d585469e/b254e278-8062-4f9e-8aa4-7698b9d8616c.wxs.aliquot_ensemble_masked.maf.gz	71af298cb8b93c52c1caf8c9c9e46163	35409	validated
12c82f4a-07cf-488d-967d-22ef748e0a43	12c82f4a-07cf-488d-967d-22ef748e0a43/1565fde9-53ec-41b4-9d64-82cd9a410d12.wxs.aliquot_ensemble_masked.maf.gz	4986783b534a7222466924af9832263e	28709	validated
12da7c15-7654-4014-b765-1632accef831	12da7c15-7654-4014-b765-1632accef831/ca64c514-ad17-458f-8f85-592ea0f7614c.wxs.aliquot_ensemble_masked.maf.gz	442d453664249fb1d8a2d5c15305058c	31597	validated
13404eed-ca4d-4111-a92f-97859229cc92	13404eed-ca4d-4111-a92f-97859229cc92/2d328303-3bd4-41fb-ab82-730ab1c107c4.wxs.aliquot_ensemble_masked.maf.gz	9fa9e184646886761ab8e377c38f7e72	9904	validated
